id,name,current_price,total_volume,market_cap,last_updated
golem,Golem,0.539299,10142734.0,539962278.0,2021-10-12T20:01:15.470Z
fei-protocol,Fei Protocol,1.0,77314563.0,528760129.0,2021-10-12T19:59:51.365Z
kava,Kava,5.73,81566962.0,526472813.0,2021-10-12T20:00:28.465Z
wazirx,WazirX,1.15,12917864.0,525847295.0,2021-10-12T19:59:54.893Z
1inch,1inch,2.87,83855023.0,523025145.0,2021-10-12T20:01:20.786Z
dent,Dent,0.00525992,43931118.0,504697931.0,2021-10-12T20:01:07.126Z
constellation-labs,Constellation,0.20727,10754702.0,499979600.0,2021-10-12T19:58:38.995Z
wax,WAX,0.281464,65709195.0,496273611.0,2021-10-12T20:00:04.891Z
fetch-ai,Fetchai,0.715738,55135329.0,493836057.0,2021-10-12T20:00:22.168Z
rocket-pool,Rocket Pool,29.72,4522514.0,482886622.0,2021-10-12T20:01:22.529Z
moonriver,Moonriver,244.58,26750366.0,482285345.0,2021-10-12T19:59:07.970Z
titanswap,TitanSwap,4.72,314550.0,473363422.0,2021-10-12T20:00:22.160Z
woo-network,WOO Network,0.897008,50258169.0,470195852.0,2021-10-12T20:01:00.734Z
loopring,Loopring,0.370874,32600157.0,464943268.0,2021-10-12T20:00:55.379Z
gnosis,Gnosis,303.59,7401214.0,457566588.0,2021-10-12T19:59:40.312Z
digitalbits,DigitalBits,0.599492,2569969.0,457162792.0,2021-10-12T20:00:09.812Z
lisk,Lisk,3.08,38143987.0,449858675.0,2021-10-12T20:01:15.445Z
ergo,Ergo,10.4,5270139.0,445649806.0,2021-10-12T19:59:47.308Z
coti,COTI,0.505275,84381595.0,440591554.0,2021-10-12T20:01:15.545Z
reserve-rights-token,Reserve Rights Token,0.03301611,41924814.0,437421032.0,2021-10-12T20:01:29.098Z
oxygen,Oxygen,2.15,651795.0,437341303.0,2021-10-12T19:58:53.915Z
convex-finance,Convex Finance,14.61,13067382.0,435155549.0,2021-10-12T19:59:26.861Z
